Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR,Daylight,Year,Month,Day,Species_no_wnv_bug,Species_wnv_bug
10,900,41.974689,-87.890615,9,50,0,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,912,2009,6,29,0,1
10,900,41.974689,-87.890615,9,17,0,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,912,2009,6,29,1,0
10,900,41.974689,-87.890615,9,8,0,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,912,2009,6,29,1,0
10,900,41.974689,-87.890615,9,11,0,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,912,2009,6,29,1,0
10,900,41.974689,-87.890615,9,3,0,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,912,2009,6,29,0,1
10,900,41.974689,-87.890615,9,3,0,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,912,2009,6,29,0,1
10,903,41.957799,-87.930995,5,7,0,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,912,2009,6,29,0,1
41,002,41.95469,-87.800991,9,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
41,002,41.95469,-87.800991,9,12,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
41,002,41.95469,-87.800991,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
25,046,41.891118,-87.65449100000001,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
25,046,41.891118,-87.65449100000001,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
25,046,41.891118,-87.65449100000001,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,048,41.867108,-87.654224,8,49,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,048,41.867108,-87.654224,8,18,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
11,048,41.867108,-87.654224,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,049,41.896282,-87.655232,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,049,41.896282,-87.655232,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
22,054,41.921965,-87.632085,8,11,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
22,054,41.921965,-87.632085,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
22,054,41.921965,-87.632085,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
22,054,41.921965,-87.632085,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
17,094,41.720848,-87.666014,9,9,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
75,148,42.01743,-87.68776899999999,8,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
75,148,42.01743,-87.68776899999999,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
75,148,42.01743,-87.68776899999999,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
89,159,41.732984,-87.649642,8,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
89,159,41.732984,-87.649642,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
36,011,41.944869,-87.832763,8,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
36,011,41.944869,-87.832763,8,10,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
72,016,42.011601,-87.81150600000001,8,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
72,016,42.011601,-87.81150600000001,8,16,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
58,028,41.986921,-87.689778,9,14,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
58,028,41.986921,-87.689778,9,7,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
50,031,41.801497999999995,-87.763416,9,7,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
50,031,41.801497999999995,-87.763416,9,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,089,41.723195000000004,-87.64997,5,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,090,41.868077,-87.666901,9,7,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,090,41.868077,-87.666901,9,8,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
42,135,41.662014,-87.72460799999999,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
42,135,41.662014,-87.72460799999999,8,8,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
42,135,41.662014,-87.72460799999999,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
43,145,41.878114000000004,-87.629798,3,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
28,147,41.932094,-87.700117,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
28,147,41.932094,-87.700117,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
70,151,41.916265,-87.800515,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
70,151,41.916265,-87.800515,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
25,152,41.846075,-87.716277,9,4,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
25,152,41.846075,-87.716277,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
35,158,41.682587,-87.707973,9,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
35,158,41.682587,-87.707973,9,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
37,218,41.948167,-87.730698,8,7,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
37,218,41.948167,-87.730698,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
45,220,41.963976,-87.69181,9,10,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
45,220,41.963976,-87.69181,9,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
46,003,41.964242,-87.757639,8,13,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
70,008,42.008314,-87.77792099999999,9,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
61,012,41.991429,-87.747113,8,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
61,012,41.991429,-87.747113,8,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
11,047,41.868142,-87.696269,9,8,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,047,41.868142,-87.696269,9,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,030,41.899229999999996,-87.716788,9,4,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
33,144,41.94016,-87.794896,9,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
33,144,41.94016,-87.794896,9,28,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
11,160,41.903002,-87.68826700000001,8,24,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
11,160,41.903002,-87.68826700000001,8,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
60,017,41.960615999999995,-87.777189,9,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
60,017,41.960615999999995,-87.777189,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
60,017,41.960615999999995,-87.777189,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
33,095,41.704336,-87.70373599999999,8,8,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
33,095,41.704336,-87.70373599999999,8,14,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
17,039,41.911823999999996,-87.726737,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
22,061,41.801179,-87.679447,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
22,061,41.801179,-87.679447,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
35,062,41.800737,-87.71188000000001,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
52,065,41.778296999999995,-87.752411,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
67,066,41.77166,-87.703047,8,10,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
67,066,41.77166,-87.703047,8,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
22,069,41.768388,-87.678649,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
39,074,41.822536,-87.66634300000001,9,7,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
39,074,41.822536,-87.66634300000001,9,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
39,074,41.822536,-87.66634300000001,9,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
71,079,41.766202,-87.562889,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
77,080,41.754676,-87.612922,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
40,081,41.821582,-87.62779599999999,9,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
50,082,41.803422999999995,-87.642984,8,4,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
50,082,41.803422999999995,-87.642984,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
50,082,41.803422999999995,-87.642984,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
79,083,41.754292,-87.590773,9,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
52,114,41.798697,-87.736812,8,4,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
63,155,41.776156,-87.778927,9,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
37,063,41.82561,-87.726549,9,12,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
12,115,41.673408,-87.599862,5,13,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
12,115,41.673408,-87.599862,5,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
12,115,41.673408,-87.599862,5,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,138,41.726465000000005,-87.585413,5,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,138,41.726465000000005,-87.585413,5,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,138,41.726465000000005,-87.585413,5,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
13,200,41.678618,-87.559308,5,6,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
13,209,41.740641,-87.546587,5,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
37,212,41.680946,-87.535198,8,7,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
37,212,41.680946,-87.535198,8,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
24,128,41.704572,-87.56566600000001,8,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
24,128,41.704572,-87.56566600000001,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
24,128,41.704572,-87.56566600000001,8,1,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,102,41.750498,-87.605294,5,9,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
91,009,41.992478000000006,-87.862995,8,9,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,900,41.974689,-87.890615,9,39,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,12,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,15,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,50,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,2,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,13,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,10,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,900,41.974689,-87.890615,9,11,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,900,41.974689,-87.890615,9,3,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,1,0
10,900,41.974689,-87.890615,9,5,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,4,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
10,900,41.974689,-87.890615,9,4,0,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,907,2009,7,6,0,1
41,002,41.95469,-87.800991,9,29,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
41,002,41.95469,-87.800991,9,50,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
41,002,41.95469,-87.800991,9,50,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
41,002,41.95469,-87.800991,9,32,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
41,002,41.95469,-87.800991,9,4,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
11,048,41.867108,-87.654224,8,41,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
11,048,41.867108,-87.654224,8,11,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
11,048,41.867108,-87.654224,8,20,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
11,048,41.867108,-87.654224,8,2,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
11,049,41.896282,-87.655232,8,4,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
11,049,41.896282,-87.655232,8,1,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
22,054,41.921965,-87.632085,8,6,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
22,054,41.921965,-87.632085,8,21,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
22,054,41.921965,-87.632085,8,4,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
22,054,41.921965,-87.632085,8,11,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
75,148,42.01743,-87.68776899999999,8,5,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
75,148,42.01743,-87.68776899999999,8,1,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
75,148,42.01743,-87.68776899999999,8,2,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
15,153,41.907645,-87.760886,8,4,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
15,153,41.907645,-87.760886,8,1,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
15,153,41.907645,-87.760886,8,1,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
36,011,41.944869,-87.832763,8,36,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
36,011,41.944869,-87.832763,8,1,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
72,016,42.011601,-87.81150600000001,8,24,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,0,1
72,016,42.011601,-87.81150600000001,8,5,0,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,0,0,0,0,1,0,0,0,0,0,0,904,2009,7,10,1,0
