,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daylight,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR
754,2009-05-10,67,40,54,-2,39,46,11,0,0.0,29.41,30.11,4.7,30,8.4,1422,0,0,0,0,0,0,0,0,0,0,0
756,2009-05-11,61,39,50,-7,35,44,15,0,0.0,29.47,30.2,0.7,8,4.6,1424,0,0,0,0,0,0,0,0,0,0,0
758,2009-05-12,71,39,55,-2,34,47,10,0,0.0,29.38,30.13,9.5,16,9.6,1466,0,0,0,0,0,0,0,0,0,0,0
760,2009-05-13,70,53,62,4,56,58,3,0,0.55,29.01,29.76,14.4,19,16.4,1468,0,0,0,0,1,0,0,0,0,0,0
762,2009-05-14,68,53,61,3,44,52,4,0,0.0,29.31,30.0,10.5,27,10.7,1470,0,0,0,0,0,0,0,0,0,0,0
764,2009-05-15,61,52,57,-1,51,54,8,0,0.39,29.28,30.0,6.0,16,8.8,1472,0,0,0,0,1,0,0,0,0,0,0
766,2009-05-16,62,45,54,-5,40,49,11,0,0.0,29.36,30.05,11.0,29,12.5,1474,1,0,0,0,0,0,0,0,0,0,0
768,2009-05-17,63,39,51,-8,27,42,14,0,0.0,29.6,30.32,0.2,33,6.2,1476,0,0,0,0,0,0,0,0,0,0,0
770,2009-05-18,66,40,53,-7,33,45,12,0,0.0,29.54,30.29,9.6,19,9.9,1478,0,0,0,0,0,0,0,0,0,0,0
772,2009-05-19,80,52,66,6,44,55,0,1,0.0,29.48,30.21,13.5,21,13.8,1480,0,0,0,0,0,0,0,0,0,0,0
774,2009-05-20,84,61,73,12,44,57,0,8,0.0,29.4,30.13,14.4,20,14.6,1482,0,0,0,0,0,0,0,0,0,0,0
776,2009-05-21,84,60,72,11,49,59,0,7,0.0,29.38,30.09,7.8,23,12.8,1484,0,0,0,0,0,0,0,0,0,0,0
778,2009-05-22,69,53,61,0,46,53,4,0,0.0,29.46,30.18,10.4,4,10.7,1486,0,0,0,0,0,0,0,0,0,0,0
780,2009-05-23,80,50,65,4,50,57,0,0,0.0,29.33,30.06,4.5,7,5.7,1487,0,0,0,0,0,0,0,0,0,0,0
782,2009-05-24,71,55,63,1,46,53,2,0,0.0,29.34,30.07,10.4,4,11.0,1489,0,0,0,0,0,0,0,0,0,0,0
784,2009-05-25,67,54,61,-1,43,51,4,0,0.04,29.28,30.02,10.3,6,10.8,1491,0,0,0,0,0,1,0,0,0,0,0
786,2009-05-26,74,53,64,2,51,55,1,0,1.73,29.08,29.82,7.5,5,7.8,1493,0,0,0,0,1,0,0,0,0,0,0
788,2009-05-27,73,55,64,2,58,60,1,0,0.02,28.95,29.68,3.6,24,7.2,1494,0,0,1,0,0,0,0,0,0,0,0
790,2009-05-28,62,54,58,-5,51,54,7,0,0.0,29.06,29.76,6.8,30,8.1,1495,0,0,0,0,0,0,0,0,0,0,0
792,2009-05-29,74,50,62,-2,49,55,3,0,0.0,29.17,29.88,2.7,32,6.9,1496,0,0,0,0,0,0,0,0,0,0,0
794,2009-05-30,79,50,65,1,46,54,0,0,0.0,29.09,29.81,2.9,27,6.8,1498,0,0,0,1,0,0,0,0,0,0,0
796,2009-05-31,73,45,59,-5,41,50,6,0,0.0,29.21,29.94,2.7,10,4.6,1499,0,0,0,0,0,0,0,0,0,0,0
798,2009-06-01,78,51,65,1,53,57,0,0,0.44,29.19,29.89,1.2,34,11.1,1501,0,0,0,1,0,0,0,0,0,0,0
800,2009-06-02,60,48,54,-10,46,50,11,0,0.12,29.36,30.09,7.4,3,8.0,1501,0,0,0,0,1,0,0,0,0,0,0
802,2009-06-03,61,43,52,-12,39,46,13,0,0.0,29.42,30.15,10.5,4,10.7,1503,0,0,0,0,0,0,0,0,0,0,0
804,2009-06-04,68,42,55,-9,37,48,10,0,0.0,29.31,30.05,4.7,4,5.9,1504,0,0,0,0,0,0,0,0,0,0,0
806,2009-06-05,79,44,62,-3,44,54,3,0,0.0,29.18,29.91,5.8,26,6.7,1506,0,0,0,0,0,0,0,0,0,0,0
808,2009-06-06,63,51,57,-9,45,50,8,0,0.02,29.2,29.93,6.2,5,7.7,1506,0,0,0,0,0,0,0,0,0,0,0
810,2009-06-07,73,52,63,-3,53,57,2,0,0.04,29.14,29.87,2.7,8,6.9,1507,1,0,0,0,0,0,0,0,0,0,0
812,2009-06-08,80,52,66,0,60,63,0,1,0.45,29.06,29.77,5.9,24,9.2,1508,0,0,0,0,1,0,0,0,0,0,0
814,2009-06-09,67,55,61,-5,53,56,4,0,0.0,29.23,29.94,4.0,6,6.3,1509,0,0,1,0,0,0,0,0,0,0,0
816,2009-06-10,67,54,61,-6,49,53,4,0,0.01,29.15,29.89,8.0,5,8.7,1510,0,0,0,1,0,0,0,0,0,0,0
818,2009-06-11,64,53,59,-8,51,54,6,0,0.01,29.11,29.83,10.2,3,10.3,1510,0,0,0,1,0,0,0,0,0,0,0
820,2009-06-12,74,49,62,-6,49,55,3,0,0.0,29.24,29.95,4.4,7,5.8,1511,0,0,0,1,0,0,0,0,0,0,0
822,2009-06-13,68,54,61,-7,51,55,4,0,0.33,29.28,30.0,5.9,5,6.7,1511,0,0,0,0,1,0,0,0,0,0,0
824,2009-06-14,77,51,64,-4,48,57,1,0,0.0,29.29,30.01,4.5,4,4.7,1512,0,0,0,0,0,0,0,0,0,0,0
826,2009-06-15,81,53,67,-1,49,58,0,2,0.0,29.28,30.01,5.5,9,6.4,1512,0,0,0,0,0,0,0,0,0,0,0
828,2009-06-16,71,59,65,-4,55,60,0,0,1.23,29.15,29.89,11.2,10,11.8,1513,0,0,0,0,1,0,0,0,0,0,0
830,2009-06-17,71,61,66,-3,59,62,0,1,0.0,29.16,29.88,3.0,36,6.2,1513,1,0,0,0,0,0,0,0,0,0,0
832,2009-06-18,80,61,71,1,63,67,0,6,0.12,29.08,0.0,6.7,16,7.9,1513,0,0,0,0,1,0,0,0,0,0,0
834,2009-06-19,86,65,76,6,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,1514,0,0,0,0,0,0,0,0,1,0,0
836,2009-06-20,87,68,78,8,65,70,0,13,0.0,29.08,29.76,8.3,29,8.6,1514,0,0,0,0,0,0,0,0,0,0,0
838,2009-06-21,84,70,77,7,63,68,0,12,0.01,29.12,29.82,2.8,7,3.9,1514,0,0,0,0,0,0,0,0,0,0,0
840,2009-06-22,89,68,79,9,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,1514,0,0,0,1,0,0,0,0,0,0,0
842,2009-06-23,94,71,83,13,69,73,0,18,0.0,29.16,29.87,1.8,14,3.5,1514,0,0,0,0,0,0,0,0,0,0,0
844,2009-06-24,94,75,85,14,68,73,0,20,0.04,29.16,29.87,1.9,22,5.8,1514,0,0,0,0,0,0,0,0,0,0,0
846,2009-06-25,94,75,85,14,69,73,0,20,0.0,29.08,29.8,2.4,32,4.9,1514,0,0,0,0,0,0,0,0,0,0,0
848,2009-06-26,86,69,78,7,60,0,0,13,0.0,0.0,29.85,6.4,4,8.2,1513,0,0,0,0,0,0,0,0,0,0,0
850,2009-06-27,89,62,76,5,61,67,0,11,0.3,29.1,29.82,5.1,21,6.9,1513,0,0,0,0,0,0,0,0,0,1,0
852,2009-06-28,83,66,75,4,53,62,0,10,0.0,29.0,29.73,13.2,29,13.6,1512,0,0,0,0,0,0,0,0,0,0,0
854,2009-06-29,77,63,70,-1,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7,1512,0,0,0,0,0,0,0,0,0,0,0
856,2009-06-30,66,59,63,-9,53,57,2,0,0.0,28.95,29.65,8.9,30,9.1,1512,0,0,0,0,0,0,0,0,0,0,0
858,2009-07-01,65,57,61,-11,52,56,4,0,0.0,29.07,29.77,8.2,32,8.7,1511,0,0,0,0,0,1,0,0,0,0,0
860,2009-07-02,73,59,66,-6,54,60,0,1,0.0,29.26,29.95,8.4,31,8.8,1511,0,0,0,0,0,0,0,0,0,0,0
862,2009-07-03,79,63,71,-1,56,62,0,6,0.0,29.36,30.06,1.2,34,5.8,1510,0,0,0,0,0,0,0,0,0,0,0
864,2009-07-04,69,59,64,-8,58,61,1,0,0.2,29.26,29.99,1.8,13,3.8,1508,0,0,0,0,1,0,0,0,0,0,0
866,2009-07-05,81,57,69,-3,58,63,0,4,0.05,29.2,29.92,0.7,34,2.4,1508,0,0,0,0,1,0,0,0,0,0,0
868,2009-07-06,86,60,73,1,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8,1507,0,0,0,0,0,0,0,0,0,0,0
870,2009-07-07,77,59,68,-4,54,60,0,3,0.0,29.18,29.89,5.9,7,7.0,1507,0,0,0,1,0,0,0,0,0,0,0
872,2009-07-08,65,61,63,-10,56,59,2,0,0.06,29.28,29.99,6.8,6,7.0,1505,0,0,0,1,0,0,0,0,0,0,0
874,2009-07-09,79,59,69,-4,57,63,0,4,0.0,29.35,30.07,5.8,11,6.9,1504,0,0,0,0,0,0,0,0,0,0,0
876,2009-07-10,82,63,73,0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9,1504,0,0,0,0,1,0,0,0,0,0,0
878,2009-07-11,85,63,74,1,59,65,0,9,0.25,29.34,30.04,4.8,31,7.0,1502,1,0,0,0,0,0,0,0,0,0,0
880,2009-07-12,82,58,70,-3,51,60,0,5,0.0,29.35,30.07,2.9,29,5.7,1501,0,0,0,0,0,0,0,0,0,0,0
882,2009-07-13,79,61,70,-3,46,57,0,5,0.0,29.36,30.07,4.8,7,5.8,1499,0,0,0,0,0,0,0,0,0,0,0
884,2009-07-14,80,55,68,-5,51,59,0,3,0.0,29.34,30.07,6.7,16,7.5,1499,0,0,0,0,0,0,0,0,0,0,0
886,2009-07-15,85,65,75,1,62,67,0,10,0.68,29.18,29.9,10.0,24,12.4,1497,1,0,0,0,0,0,0,0,0,0,0
888,2009-07-16,80,64,72,-2,56,62,0,7,0.0,29.17,29.89,9.9,28,10.8,1495,0,0,0,0,0,0,0,0,0,0,0
890,2009-07-17,70,57,64,-10,51,56,1,0,0.0,29.15,29.87,10.6,30,10.8,1494,0,0,0,0,0,0,0,0,0,0,0
892,2009-07-18,72,57,65,-9,52,57,0,0,0.0,29.31,30.01,8.1,31,8.2,1492,0,0,0,0,0,0,0,0,0,0,0
894,2009-07-19,71,57,64,-10,52,58,1,0,0.0,29.39,30.11,1.3,36,4.0,1490,0,0,0,0,0,0,0,0,0,0,0
896,2009-07-20,76,55,66,-8,55,60,0,1,0.0,29.36,30.09,5.1,9,5.5,1490,0,0,0,0,0,0,0,0,0,0,0
898,2009-07-21,80,58,69,-5,57,62,0,4,0.04,29.28,30.01,3.1,13,5.8,1488,0,0,0,0,0,1,0,0,0,0,0
900,2009-07-22,78,63,71,-3,61,64,0,6,0.0,29.23,29.95,3.5,3,5.0,1486,1,0,0,0,0,0,0,0,0,0,0
902,2009-07-23,82,62,72,-2,58,63,0,7,0.0,29.21,29.93,2.6,32,5.0,1484,0,0,0,0,0,0,0,0,1,0,0
904,2009-07-24,83,61,72,-2,59,64,0,7,0.14,29.08,29.83,8.9,23,9.8,1482,0,0,0,1,0,0,0,0,0,0,0
906,2009-07-25,81,66,74,0,58,64,0,9,0.0,29.02,29.73,10.6,28,11.1,1480,0,0,0,0,0,0,0,0,0,0,0
908,2009-07-26,82,63,73,-1,58,64,0,8,0.0,29.13,29.82,8.0,29,8.6,1479,0,0,0,1,0,0,0,0,0,0,0
910,2009-07-27,84,64,74,0,61,66,0,9,0.02,29.13,29.86,9.3,23,10.1,1477,0,0,0,1,0,0,0,0,0,0,0
912,2009-07-28,84,66,75,1,60,66,0,10,0.01,29.08,29.78,6.4,28,8.0,1475,0,0,0,1,0,0,0,0,0,0,0
914,2009-07-29,81,62,72,-2,51,59,0,7,0.0,29.13,29.84,4.2,35,7.1,1473,0,0,0,0,0,0,0,0,0,0,0
916,2009-07-30,79,59,69,-5,57,62,0,4,0.0,29.15,29.85,4.4,23,5.5,1471,0,0,0,0,0,0,0,0,0,0,0
918,2009-07-31,81,58,70,-4,54,61,0,5,0.0,29.23,29.94,6.2,26,7.3,1469,0,0,0,0,0,0,0,0,0,0,0
920,2009-08-01,75,61,68,-5,59,62,0,3,0.0,29.18,29.91,11.6,22,11.4,1466,0,0,0,1,0,0,0,0,0,0,0
922,2009-08-02,78,57,68,-5,51,59,0,3,0.0,29.2,29.93,6.8,25,9.6,1464,0,0,0,0,0,0,0,0,0,0,0
924,2009-08-03,84,67,76,3,60,66,0,11,0.07,29.1,29.82,12.2,21,12.4,1462,0,0,0,0,0,0,0,0,0,0,0
926,2009-08-04,85,67,76,3,61,67,0,11,0.0,29.17,29.87,2.5,2,5.8,1460,1,0,0,0,0,0,0,0,0,0,0
928,2009-08-05,79,61,70,-3,54,61,0,5,0.0,29.34,30.05,2.9,6,4.2,1458,0,0,0,0,0,0,0,0,0,0,0
930,2009-08-06,82,60,71,-2,51,60,0,6,0.0,29.39,30.09,1.4,6,5.4,1456,0,0,0,0,0,0,0,0,0,0,0
932,2009-08-07,74,64,69,-4,59,63,0,4,0.33,29.36,30.09,7.3,15,7.8,1453,0,0,0,0,1,0,0,0,0,0,0
934,2009-08-08,89,68,79,6,70,73,0,14,0.02,29.2,29.92,12.9,21,13.6,1451,0,0,0,0,1,0,0,0,0,0,0
936,2009-08-09,91,77,84,11,71,74,0,19,0.18,29.23,29.94,11.6,23,12.9,1449,0,0,0,0,0,0,0,0,0,0,0
938,2009-08-10,85,70,78,5,65,69,0,13,0.0,29.24,29.95,6.9,26,7.2,1446,0,0,0,0,0,0,0,0,0,0,0
940,2009-08-11,82,62,72,-1,61,66,0,7,0.0,29.3,30.0,6.3,2,8.0,1404,0,0,0,0,0,0,0,0,0,0,0
942,2009-08-12,83,60,72,-1,55,62,0,7,0.0,29.39,30.09,3.7,4,5.9,1402,0,0,0,0,0,0,0,0,0,0,0
944,2009-08-13,86,60,73,0,55,63,0,8,0.0,29.38,30.1,1.5,14,3.8,1399,0,0,0,0,0,0,0,0,0,0,0
946,2009-08-14,88,63,76,4,59,66,0,11,0.0,29.38,30.1,5.4,21,5.7,1397,0,0,0,0,0,0,0,0,0,0,0
948,2009-08-15,89,67,78,6,61,67,0,13,0.0,29.32,30.04,8.7,19,8.9,1395,0,0,0,0,0,0,0,0,0,0,0
950,2009-08-16,88,70,79,7,67,70,0,14,0.63,29.27,29.99,9.5,20,10.2,1352,0,0,0,0,0,0,0,0,0,0,0
952,2009-08-17,83,70,77,5,68,70,0,12,0.33,29.28,30.0,4.6,22,5.8,1350,0,0,0,0,1,0,0,0,0,0,0
954,2009-08-18,83,65,74,2,59,65,0,9,0.0,29.28,29.99,7.5,27,8.1,1347,0,0,0,0,0,0,0,0,0,0,0
956,2009-08-19,83,59,71,0,60,65,0,6,0.35,29.08,29.83,5.7,16,8.7,1345,0,0,0,1,0,0,0,0,0,0,0
958,2009-08-20,78,64,71,0,61,65,0,6,0.07,28.93,29.66,12.1,23,12.5,1342,0,0,0,1,0,0,0,0,0,0,0
960,2009-08-21,73,59,66,-5,58,61,0,1,0.16,29.07,29.75,7.7,27,10.7,1340,0,0,0,1,0,0,0,0,0,0,0
962,2009-08-22,68,57,63,-8,52,56,2,0,0.0,29.31,30.0,7.8,1,9.4,1337,0,0,0,0,0,0,0,0,0,0,0
964,2009-08-23,74,56,65,-6,53,58,0,0,0.0,29.38,30.09,2.7,2,6.4,1334,0,0,0,0,0,0,0,0,0,0,0
966,2009-08-24,79,54,67,-4,56,61,0,2,0.0,29.41,30.13,3.8,21,5.1,1331,0,0,0,0,0,0,0,0,0,0,0
968,2009-08-25,83,59,71,1,61,65,0,6,0.0,29.33,30.05,9.1,21,9.2,1329,0,0,0,0,0,0,0,0,0,0,0
970,2009-08-26,73,62,68,-2,62,64,0,3,0.93,29.36,30.08,5.2,2,7.8,1326,0,0,0,0,1,0,0,0,0,0,0
972,2009-08-27,67,61,64,-6,60,61,1,0,0.95,29.36,30.08,9.1,7,9.7,1323,0,0,0,0,1,0,0,0,0,0,0
974,2009-08-28,68,60,64,-6,61,62,1,0,0.22,29.18,29.93,3.4,2,5.7,1321,0,0,0,0,1,0,0,0,0,0,0
976,2009-08-29,69,56,63,-7,51,56,2,0,0.02,29.18,29.89,11.4,31,11.8,1318,0,0,0,0,0,0,1,0,0,0,0
978,2009-08-30,66,51,59,-11,47,52,6,0,0.0,29.44,30.14,8.2,1,9.3,1316,0,0,0,0,0,0,0,0,0,0,0
980,2009-08-31,68,49,59,-10,44,52,6,0,0.0,29.55,30.27,4.8,3,6.0,1313,0,0,0,0,0,0,0,0,0,0,0
982,2009-09-01,72,47,60,-8,47,53,5,0,0.0,29.57,30.31,3.3,4,3.4,1310,0,0,0,0,0,0,0,0,0,0,0
984,2009-09-02,73,50,62,-6,50,56,3,0,0.0,29.51,30.25,4.1,6,5.1,1308,0,0,0,0,0,0,0,0,0,0,0
986,2009-09-03,75,56,66,-2,54,59,0,1,0.0,29.42,30.16,4.7,5,6.0,1305,0,0,0,0,0,0,0,0,0,0,0
988,2009-09-04,75,54,65,-3,54,59,0,0,0.0,29.44,30.15,3.6,4,4.1,1302,1,0,0,0,0,0,0,0,0,0,0
990,2009-09-05,78,54,66,-1,57,61,0,1,0.0,29.49,30.21,4.3,4,5.3,1300,1,0,0,0,0,0,0,0,0,0,0
992,2009-09-06,77,61,69,2,59,63,0,4,0.03,29.47,30.19,4.2,5,5.3,1297,0,0,0,0,1,0,0,0,0,0,0
994,2009-09-07,77,59,68,1,59,62,0,3,0.0,29.39,0.0,5.8,3,4.0,1294,1,0,0,0,0,0,0,0,0,0,0
996,2009-09-08,78,60,69,3,60,63,0,4,0.0,29.36,30.07,6.6,3,7.3,1291,0,0,0,0,0,0,0,0,0,0,0
998,2009-09-09,78,65,72,6,63,65,0,7,0.0,29.42,30.14,6.1,6,6.9,1289,1,0,0,0,0,0,0,0,0,0,0
1000,2009-09-10,81,64,73,7,62,65,0,8,0.0,29.48,30.2,6.0,6,6.8,1286,1,0,0,0,0,0,0,0,0,0,0
1002,2009-09-11,80,61,71,6,59,63,0,6,0.0,29.44,30.17,5.1,7,5.6,1283,1,0,0,0,0,0,0,0,0,0,0
1004,2009-09-12,79,58,69,4,60,63,0,4,0.0,29.41,30.14,3.7,3,4.8,1281,1,0,0,0,0,0,0,0,0,0,0
1006,2009-09-13,80,58,69,4,54,60,0,4,0.0,29.39,30.12,1.5,7,3.0,1278,1,0,0,0,0,0,0,0,0,0,0
1008,2009-09-14,84,58,71,7,55,61,0,6,0.0,29.34,30.07,0.1,33,2.1,1275,0,0,0,0,0,0,0,0,0,0,0
1010,2009-09-15,82,64,73,9,59,63,0,8,0.0,29.36,30.07,6.2,2,7.8,1272,0,0,0,0,0,0,0,0,0,0,0
1012,2009-09-16,71,59,65,1,54,59,0,0,0.0,29.49,30.2,11.0,5,11.4,1228,0,0,0,0,0,0,0,0,0,0,0
1014,2009-09-17,72,50,61,-3,52,56,4,0,0.0,29.45,30.18,3.4,5,4.2,1225,0,0,0,0,0,0,0,0,0,0,0
1016,2009-09-18,79,50,65,1,55,59,0,0,0.0,29.46,30.18,5.1,2,6.4,1221,1,0,0,0,0,0,0,0,0,0,0
1018,2009-09-19,76,55,66,3,55,59,0,1,0.0,29.48,30.21,3.2,10,5.9,1219,0,0,0,0,0,0,0,0,0,0,0
1020,2009-09-20,73,54,64,2,56,60,1,0,0.75,29.28,30.04,6.4,7,7.9,1216,0,0,0,0,0,0,1,0,0,0,0
1022,2009-09-21,67,60,64,2,59,61,1,0,0.0,29.26,29.98,3.5,23,4.6,1213,0,0,1,0,0,0,0,0,0,0,0
1024,2009-09-22,77,59,68,6,65,67,0,3,0.0,29.28,29.98,5.2,17,7.7,1210,1,0,0,0,0,0,0,0,0,0,0
1026,2009-09-23,76,62,69,8,62,64,0,4,0.0,29.42,30.12,0.6,32,4.0,1208,1,0,0,0,0,0,0,0,0,0,0
1028,2009-09-24,73,64,69,8,63,65,0,4,0.0,29.44,30.16,4.3,6,4.7,1205,1,0,0,0,0,0,0,0,0,0,0
1030,2009-09-25,70,60,65,4,57,60,0,0,0.16,29.39,30.12,5.4,11,7.3,1202,0,0,0,0,0,0,1,0,0,0,0
1032,2009-09-26,69,55,62,2,56,59,3,0,0.0,29.15,29.91,4.0,27,4.6,1199,1,0,0,0,0,0,0,0,0,0,0
1034,2009-09-27,74,50,62,2,53,57,3,0,0.08,28.84,29.59,8.2,22,10.2,1197,0,0,0,0,1,0,0,0,0,0,0
1036,2009-09-28,62,49,56,-3,42,49,9,0,0.01,28.91,29.61,20.3,29,20.7,1194,0,0,0,1,0,0,0,0,0,0,0
1038,2009-09-29,60,48,54,-5,42,48,11,0,0.0,29.28,29.96,9.0,33,10.3,1191,0,0,0,0,0,0,0,0,0,0,0
1040,2009-09-30,62,47,55,-4,40,47,10,0,0.0,29.39,30.11,5.7,3,6.8,1188,0,0,0,0,0,0,0,0,0,0,0
1042,2009-10-01,59,41,50,-8,46,49,15,0,0.89,29.13,29.9,9.1,13,9.5,1186,0,0,0,0,1,0,0,0,0,0,0
1044,2009-10-02,56,47,52,-6,46,48,13,0,0.21,28.8,29.55,10.5,21,12.0,1183,0,0,0,0,1,0,0,0,0,0,0
1046,2009-10-03,57,47,52,-5,47,49,13,0,0.11,29.02,29.7,6.9,26,7.4,1180,0,0,0,0,0,0,1,0,0,0,0
1048,2009-10-04,60,45,53,-4,43,47,12,0,0.0,29.28,29.98,9.0,28,9.2,1177,0,0,0,0,0,0,0,0,0,0,0
1050,2009-10-05,62,43,53,-4,42,47,12,0,0.0,29.29,30.03,1.8,8,5.4,1174,0,0,0,0,0,0,0,0,0,0,0
1052,2009-10-06,61,49,55,-1,47,51,10,0,0.03,28.9,29.65,8.8,24,14.9,1171,0,0,0,0,0,0,1,0,0,0,0
1054,2009-10-07,60,45,53,-3,39,46,12,0,0.0,29.24,29.95,9.2,26,10.8,1169,0,0,0,0,0,0,0,0,0,0,0
1056,2009-10-08,53,45,49,-7,46,48,16,0,0.12,29.18,29.92,3.3,21,4.8,1166,0,0,0,0,0,0,1,0,0,0,0
1058,2009-10-09,52,39,46,-9,43,45,19,0,0.46,29.21,29.93,9.4,34,10.0,1163,0,0,0,0,1,0,0,0,0,0,0
1060,2009-10-10,48,31,40,-15,30,35,25,0,0.0,29.49,30.21,7.4,28,7.7,1161,0,0,0,0,0,0,0,0,0,0,0
1062,2009-10-11,44,29,37,-17,22,32,28,0,0.0,29.6,30.35,1.5,33,5.0,1158,0,0,0,0,0,0,0,0,0,0,0
1064,2009-10-12,48,41,45,-9,36,41,20,0,0.02,29.44,30.18,0.6,19,3.8,1115,0,0,0,0,0,0,1,0,0,0,0
1066,2009-10-13,47,34,41,-12,32,38,24,0,0.0,29.6,30.35,8.5,1,10.0,1112,0,0,0,0,0,0,0,0,0,0,0
1068,2009-10-14,48,42,45,-8,36,41,20,0,0.03,29.4,30.17,11.0,9,11.5,1109,0,0,0,0,0,0,1,0,0,0,0
1070,2009-10-15,44,41,43,-10,38,40,22,0,0.29,29.26,30.0,8.2,6,9.1,1107,0,0,0,0,0,0,1,0,0,0,0
1072,2009-10-16,45,39,42,-10,36,39,23,0,0.04,29.41,30.13,8.2,35,8.2,1104,0,0,0,1,0,0,0,0,0,0,0
1074,2009-10-17,52,36,44,-8,33,39,21,0,0.0,29.57,30.3,8.0,34,8.2,1101,0,1,0,0,0,0,0,0,0,0,0
1076,2009-10-18,53,31,42,-9,33,39,23,0,0.0,29.49,30.25,6.1,21,6.9,1099,0,0,0,0,0,0,0,0,0,0,0
1078,2009-10-19,65,44,55,4,41,47,10,0,0.0,29.25,30.0,11.4,21,11.5,1096,0,0,0,0,0,0,0,0,0,0,0
1080,2009-10-20,62,48,55,5,48,52,10,0,0.03,29.31,30.03,4.0,19,5.3,1093,0,0,0,1,0,0,0,0,0,0,0
1082,2009-10-21,69,55,62,12,52,56,3,0,0.0,29.25,29.99,11.4,21,11.5,1090,0,0,0,1,0,0,0,0,0,0,0
1084,2009-10-22,58,48,53,3,48,50,12,0,1.03,29.18,29.94,8.4,5,13.0,1048,0,0,0,0,1,0,0,0,0,0,0
1086,2009-10-23,61,42,52,3,49,50,13,0,0.89,28.73,29.48,6.2,18,16.2,1045,0,0,0,0,0,0,1,0,0,0,0
1088,2009-10-24,50,38,44,-5,37,40,21,0,0.04,29.03,29.73,8.3,26,8.9,1043,0,0,0,0,0,0,1,0,0,0,0
1090,2009-10-25,62,44,53,5,45,49,12,0,0.27,29.26,29.96,5.5,19,6.9,1040,0,0,0,0,1,0,0,0,0,0,0
1092,2009-10-26,55,49,52,4,48,49,13,0,0.11,29.28,30.02,4.9,21,7.5,1037,0,0,0,0,1,0,0,0,0,0,0
1094,2009-10-27,51,45,48,0,45,47,17,0,0.06,29.19,29.94,4.4,5,6.5,1035,0,0,0,0,1,0,0,0,0,0,0
1096,2009-10-28,57,50,54,7,49,51,11,0,0.0,29.28,29.99,3.1,14,4.3,1032,1,0,0,0,0,0,0,0,0,0,0
1098,2009-10-29,60,47,54,7,50,52,11,0,0.6,29.21,29.98,12.5,14,12.7,1030,0,0,0,0,1,0,0,0,0,0,0
1100,2009-10-30,67,46,57,11,53,56,8,0,0.81,28.79,29.55,15.6,20,17.4,1027,0,0,0,0,0,0,1,0,0,0,0
1102,2009-10-31,46,35,41,-5,31,38,24,0,0.0,29.18,29.86,11.1,26,11.5,1024,0,0,0,0,0,0,0,0,0,0,0
1104,2010-05-01,70,58,64,11,53,58,1,0,0.11,28.89,29.6,9.1,21,9.4,1401,0,0,0,0,1,0,0,0,0,0,0
1106,2010-05-02,69,53,61,7,52,56,4,0,0.93,28.9,29.61,4.4,25,6.1,1403,0,0,0,0,1,0,0,0,0,0,0
1108,2010-05-03,72,50,61,7,45,53,4,0,0.0,29.07,29.77,8.8,25,9.4,1405,0,0,0,0,0,0,0,0,0,0,0
1110,2010-05-04,79,50,65,11,44,54,0,0,0.0,29.05,29.77,13.9,21,14.2,1408,0,0,0,0,0,0,0,0,0,0,0
1112,2010-05-05,72,56,64,9,37,51,1,0,0.0,29.08,29.77,10.2,27,12.8,1410,0,0,0,0,0,0,0,0,0,0,0
1114,2010-05-06,63,46,55,0,39,46,10,0,0.01,29.27,29.99,5.7,3,9.1,1413,0,0,0,0,0,0,0,0,0,0,0
1116,2010-05-07,59,45,52,-3,46,48,13,0,0.72,28.98,29.73,2.6,34,13.2,1415,0,0,0,0,1,0,0,0,0,0,0
1118,2010-05-08,50,42,46,-10,35,41,19,0,0.02,29.36,30.05,14.5,30,15.2,1418,0,0,0,1,0,0,0,0,0,0,0
1120,2010-05-09,58,38,48,-8,29,40,17,0,0.0,29.59,30.31,2.5,35,6.4,1420,0,0,0,0,0,0,0,0,0,0,0
1122,2010-05-10,58,41,50,-6,31,42,15,0,0.0,29.47,30.24,13.5,11,14.2,1422,0,0,0,1,0,0,0,0,0,0,0
1124,2010-05-11,52,44,48,-9,46,47,17,0,0.97,29.16,29.9,5.6,9,9.9,1424,0,0,0,0,0,0,1,0,0,0,0
1126,2010-05-12,51,44,48,-9,45,46,17,0,0.12,29.36,30.1,8.9,6,10.4,1466,0,0,0,0,1,0,0,0,0,0,0
1128,2010-05-13,73,48,61,3,53,55,4,0,1.49,29.23,29.93,4.8,25,12.3,1468,0,0,0,0,1,0,0,0,0,0,0
1130,2010-05-14,66,47,57,-1,44,50,8,0,0.0,29.46,30.17,10.9,26,11.2,1470,0,0,0,0,0,0,0,0,0,0,0
